¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),10∫– √÷¥Ÿ ∞≠ºˆ∑Æ(mm),1Ω√∞£ √÷¥Ÿ∞≠ºˆ∑Æ(mm),¿œ∞≠ºˆ∑Æ(mm),√÷¥Î º¯∞£ «≥º”(m/s),√÷¥Î «≥º”(m/s),∆Ú±’ «≥º”(m/s),√÷º“ ªÛ¥ÎΩ¿µµ(%),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
104,∫œ∞≠∏™,2024-08-15,26.1,22.7,30.1,,,,5.1,3,.9,63,79.4
104,∫œ∞≠∏™,2024-08-16,26.5,22.7,30.8,,,,5.2,2.3,.9,65,79.6
104,∫œ∞≠∏™,2024-08-17,26.8,22.6,31.1,,,,4.7,2.5,.9,62,79.3
104,∫œ∞≠∏™,2024-08-18,26.7,22.7,31.3,,,,7.6,3.8,1.3,57,79.1
104,∫œ∞≠∏™,2024-08-19,27,23.2,31.3,,,,6.4,3.2,1.1,57,82.8
104,∫œ∞≠∏™,2024-08-20,27.1,24.4,30.7,2.9,3.9,4.1,4.5,2.2,.8,71,88.8
104,∫œ∞≠∏™,2024-08-21,26.8,25.2,29.1,1,3.6,5.4,3.3,1.9,.6,73,92
104,∫œ∞≠∏™,2024-08-22,30.8,25.5,36.5,.6,1.5,1.5,10.2,4.7,1.9,43,64.8
104,∫œ∞≠∏™,2024-08-23,30,27.1,35,,,,10,4.3,1.9,38,56.1
104,∫œ∞≠∏™,2024-08-24,28,25.1,31.1,0,0,0,4.8,2.3,1.1,48,70.6
104,∫œ∞≠∏™,2024-08-25,25.7,23.3,29.8,4.9,7.1,7.1,4.2,2.1,.8,67,88.3
104,∫œ∞≠∏™,2024-08-26,25.1,22.6,28.3,.3,.5,.5,3,1.6,.6,77,90
104,∫œ∞≠∏™,2024-08-27,23.6,20.8,26,2.3,4.9,10.5,5,2.2,.5,73,92
104,∫œ∞≠∏™,2024-08-28,23.7,20,27.4,.5,.5,.5,3.6,1.8,.4,68,85.6
104,∫œ∞≠∏™,2024-08-29,23.9,21.4,27.3,10.6,29,40.7,6.7,2.4,.8,75,92.9
104,∫œ∞≠∏™,2024-08-30,24.2,21.3,27.7,1.6,2.6,5.8,4.8,2.3,.9,65,87.9
104,∫œ∞≠∏™,2024-08-31,24,20,28.2,,,,6.2,3.2,.9,57,76.9
104,∫œ∞≠∏™,2024-09-01,25.9,21.3,30.8,,,,4.1,2.4,1,47,69.9
104,∫œ∞≠∏™,2024-09-02,22.7,20.7,25.4,1.7,5.3,11.9,6.8,2.8,1.2,64,86.3
104,∫œ∞≠∏™,2024-09-03,21.9,18.9,25.6,,,,4.5,2,.9,56,76.8
104,∫œ∞≠∏™,2024-09-04,22.6,16.9,27.3,,,,6.6,3.2,1,61,76.1
104,∫œ∞≠∏™,2024-09-05,26.7,20.2,32.9,,,,9.5,4.7,1.2,47,67
104,∫œ∞≠∏™,2024-09-06,21.7,20.2,25.1,4,13.9,28.7,6.6,2.8,1.1,68,91.5
104,∫œ∞≠∏™,2024-09-07,22.3,20.7,25.9,.2,.3,.3,3.4,1.8,.5,72,87.3
104,∫œ∞≠∏™,2024-09-08,23.5,19.7,27.4,1.1,1.4,1.4,3.8,2,.8,74,88.9
104,∫œ∞≠∏™,2024-09-09,24.3,21.6,26.7,,,,4.7,2.5,.7,71,89.9
104,∫œ∞≠∏™,2024-09-10,26.5,21.5,32.1,,,,4,2,.7,55,81.4
104,∫œ∞≠∏™,2024-09-11,24.8,21.8,30.1,2.9,8.6,13.8,6.9,3.5,1.3,67,87.1
104,∫œ∞≠∏™,2024-09-12,21.4,20.9,22.5,.8,2.2,13.5,4.7,2.2,1,94,97.8
104,∫œ∞≠∏™,2024-09-13,23.4,20.5,25.9,1.7,3.5,6.5,3,1.6,.5,84,94.8
104,∫œ∞≠∏™,2024-09-14,22.2,20.9,23.9,.5,2.7,1.9,6.4,2.9,1.1,82,94.4
104,∫œ∞≠∏™,2024-09-15,20.6,19.4,22.2,1.7,7.6,60.6,5.9,2.9,1.1,97,98.9
104,∫œ∞≠∏™,2024-09-16,21.4,19.6,24.7,.2,.8,2.2,3.6,2,.9,74,90.8
104,∫œ∞≠∏™,2024-09-17,25.1,20.6,31.3,,,,4.7,2.9,.7,66,88.5
104,∫œ∞≠∏™,2024-09-18,23.8,22.9,26.1,.9,3.4,3.9,4.9,2.3,.7,82,93.4
104,∫œ∞≠∏™,2024-09-19,24.4,22.7,26.9,0,0,0,3.7,1.4,.6,81,94
104,∫œ∞≠∏™,2024-09-20,22.7,16.2,27.7,6,21.6,86.9,8.1,3.7,1.1,80,94
104,∫œ∞≠∏™,2024-09-21,18.7,16.8,19.6,7,21.3,178.7,6.1,2.9,1.4,97,98.5
104,∫œ∞≠∏™,2024-09-22,17,15.4,18.9,3.6,9.3,73.7,6.9,3.1,1.3,94,97.3
104,∫œ∞≠∏™,2024-09-23,17.6,14.5,21.8,.3,.3,.3,3.6,2.3,1,49,72.8
104,∫œ∞≠∏™,2024-09-24,17.4,12.2,21.6,,,,3.9,2,.6,57,78
104,∫œ∞≠∏™,2024-09-25,19.2,14.9,23.1,,,,3.2,1.7,.5,70,87.4
104,∫œ∞≠∏™,2024-09-26,20.8,18.2,25.2,.4,1,1.3,4.7,2.5,.5,66,88
104,∫œ∞≠∏™,2024-09-27,20.2,18.1,24.2,9.9,20.8,55.4,7.9,3.8,1.2,70,91.8
104,∫œ∞≠∏™,2024-09-28,19.7,17.4,23.5,.9,2.5,5.3,6,2.6,1.5,59,77.3
104,∫œ∞≠∏™,2024-09-29,19,15.9,23.3,0,0,0,3.5,1.9,1,64,80.9
104,∫œ∞≠∏™,2024-09-30,20.6,14.1,26.9,,,,4.2,2.3,1,42,69.6
104,∫œ∞≠∏™,2024-10-01,19.9,13.1,23.6,0,0,0,8.1,3.4,1.4,43,63.1
104,∫œ∞≠∏™,2024-10-02,15.1,12,19,,,,9.1,4.1,1.7,28,56
104,∫œ∞≠∏™,2024-10-03,14.5,12,20.2,2.5,8.2,13.4,4.5,2.8,1.1,45,83.3
104,∫œ∞≠∏™,2024-10-04,15.8,11.9,20.9,0,0,0,4.3,2.2,1.1,41,70.6
104,∫œ∞≠∏™,2024-10-05,16.8,11.6,22.3,,,,5.4,2.9,1,50,73.8
104,∫œ∞≠∏™,2024-10-06,16.4,12.4,19.6,0,0,0,2.4,1.6,.6,69,85.3
104,∫œ∞≠∏™,2024-10-07,17,14.4,20.9,,,,5,2.7,.8,55,73.3
104,∫œ∞≠∏™,2024-10-08,15.3,14,16.3,2.5,5,18.6,3.7,2.5,1.2,73,92.4
104,∫œ∞≠∏™,2024-10-09,16.3,13.5,20.3,0,0,0,4.5,2.6,.7,58,80.6
104,∫œ∞≠∏™,2024-10-10,15.7,11.6,20.8,0,0,0,3.8,2.3,.8,49,76.9
104,∫œ∞≠∏™,2024-10-11,16.5,11.8,22.3,,,,3.7,2.3,.8,54,77
104,∫œ∞≠∏™,2024-10-12,17.1,12,23.3,,,,3.5,2.2,.8,33,69.3
104,∫œ∞≠∏™,2024-10-13,17.4,11.6,22.1,,,,5.3,2.6,.8,59,77.4
104,∫œ∞≠∏™,2024-10-14,18.4,15.7,21.9,0,0,0,3,1.7,.6,63,76.6
104,∫œ∞≠∏™,2024-10-15,19.1,16,22.5,.3,.7,1.5,4.3,2.6,.7,65,81
104,∫œ∞≠∏™,2024-10-16,17.3,14.1,20.7,0,0,0,5.5,2.7,.8,67,81.6
104,∫œ∞≠∏™,2024-10-17,17.1,12.6,23,,,,2.9,2,.5,57,84.6
104,∫œ∞≠∏™,2024-10-18,16.7,13.2,19.9,7.7,19,51.6,4,2,.6,72,88.9
104,∫œ∞≠∏™,2024-10-19,13.2,10,16.3,3.6,10.5,55,6,2.4,1.2,59,88.1
104,∫œ∞≠∏™,2024-10-20,12.2,11.4,13.8,0,0,0,6.8,2.2,1,46,60.3
104,∫œ∞≠∏™,2024-10-21,14.6,11.5,18.2,0,0,0,3.5,2,.5,59,78.9
104,∫œ∞≠∏™,2024-10-22,14.8,13.9,15.5,1,4.6,16.8,2.7,1.2,.4,86,97
104,∫œ∞≠∏™,2024-10-23,15.3,11.3,20.6,0,0,0,17.4,7.8,2.4,36,59.5
104,∫œ∞≠∏™,2024-10-24,13.4,9.3,18.5,,,,4.3,2.4,1.1,29,58
104,∫œ∞≠∏™,2024-10-25,14.7,9.2,20.5,,,,3.9,2,.7,55,77.9
104,∫œ∞≠∏™,2024-10-26,15.3,10.8,20.1,,,,3.9,2,.6,69,87.5
104,∫œ∞≠∏™,2024-10-27,15.5,11.8,20.8,0,0,0,3.6,1.6,.6,53,77.9
104,∫œ∞≠∏™,2024-10-28,13.2,10.2,15.9,.5,1.8,6.2,6.4,2.4,.8,69,90.5
104,∫œ∞≠∏™,2024-10-29,13.2,8.4,18.4,,,,6.7,3.1,.9,54,79.6
104,∫œ∞≠∏™,2024-10-30,14.3,10,20.8,,,,3.7,1.7,.7,39,71.1
104,∫œ∞≠∏™,2024-10-31,14.8,9.1,21.1,,,,4.6,2.4,1,40,72.3
104,∫œ∞≠∏™,2024-11-01,15.4,11.6,19.1,,,,3.7,1.9,.6,46,66.3
104,∫œ∞≠∏™,2024-11-02,15.4,11.8,17.7,,,.6,6.1,2.3,1,70,84
104,∫œ∞≠∏™,2024-11-03,16.5,10.6,20.6,,,,6.6,3.3,1.3,46,66
104,∫œ∞≠∏™,2024-11-04,16.8,13.1,21.8,,,,9.2,4.3,1.5,32,58.6
104,∫œ∞≠∏™,2024-11-05,10.8,9.3,13.5,,,42.8,7.4,3.3,1.4,49,86.8
104,∫œ∞≠∏™,2024-11-06,8.4,3.8,13.4,,,,6.7,3.7,1.6,24,55.4
104,∫œ∞≠∏™,2024-11-07,10,4.1,14.9,,,,5.1,2.2,.9,51,70
104,∫œ∞≠∏™,2024-11-08,11.1,6.7,15.4,,,,4.3,2.5,.7,59,78.3
104,∫œ∞≠∏™,2024-11-09,12,7.7,17,,,,4.2,2.3,.8,64,83.5
104,∫œ∞≠∏™,2024-11-10,14.5,9.1,20,,,,4.7,2.6,1.2,47,69.6
104,∫œ∞≠∏™,2024-11-11,14.8,10.3,20,,,,6.6,3,1.1,45,73.9
104,∫œ∞≠∏™,2024-11-12,15.3,11.7,21.2,,,.6,4.4,2.5,.7,26,65.5
104,∫œ∞≠∏™,2024-11-13,13.6,10.6,16.8,,,.4,6.5,3.2,.9,59,77.3
104,∫œ∞≠∏™,2024-11-14,15,10.3,20.2,,,.3,4.3,2.5,1,46,71.9
104,∫œ∞≠∏™,2024-11-15,15.5,12.4,19.1,,,0,3.5,2.4,.6,52,71.5
104,∫œ∞≠∏™,2024-11-16,18.7,13.6,24.8,,,0,8,3.3,1.2,40,66.4
104,∫œ∞≠∏™,2024-11-17,12.1,8.5,18.7,,,0,8.6,4.2,1.8,46,58.9
104,∫œ∞≠∏™,2024-11-18,4.7,1.3,8.8,,,,7.7,3.6,1.9,28,46.9
104,∫œ∞≠∏™,2024-11-19,6.7,1,11.1,,,,5.4,2.5,1,45,63.1
104,∫œ∞≠∏™,2024-11-20,9.1,4.1,14.9,,,,5,2.4,.9,34,51.6
104,∫œ∞≠∏™,2024-11-21,10,4.5,15.5,,,0,9,4.1,1.2,36,55.6
104,∫œ∞≠∏™,2024-11-22,8.1,5.3,10.8,,,0,7.8,4,1.6,35,47.8
104,∫œ∞≠∏™,2024-11-23,5.6,2.9,10,,,2.4,4.9,2.3,1.2,45,78.8
104,∫œ∞≠∏™,2024-11-24,7.1,2.7,12.7,,,,4.4,2.4,.9,37,63.9
104,∫œ∞≠∏™,2024-11-25,9.7,4.4,14.4,,,,5.9,2.9,1,40,58.8
104,∫œ∞≠∏™,2024-11-26,9.2,6.1,13.4,,,4.5,12.9,5.5,1.8,40,64
104,∫œ∞≠∏™,2024-11-27,1.6,-.3,6.5,,,3.1,8.7,4.5,1.3,48,69.3
104,∫œ∞≠∏™,2024-11-28,3.1,.4,7.1,,,0,12.6,5.2,1.5,40,54.9
104,∫œ∞≠∏™,2024-11-29,3.4,-2.2,6.5,,,,13.7,6.7,2.5,24,40
104,∫œ∞≠∏™,2024-11-30,6.3,1.9,11.7,,,,12.1,5.7,1.7,28,50.1
104,∫œ∞≠∏™,2024-12-01,9.2,2.4,13.1,,,,5.1,2.6,1.1,38,56.6
104,∫œ∞≠∏™,2024-12-02,12,7.5,14.9,,,,10.5,4.8,2.1,43,51.3
104,∫œ∞≠∏™,2024-12-03,4.6,0,10.3,,,,9.1,5.7,1.6,13,36.9
104,∫œ∞≠∏™,2024-12-04,3.3,-1.9,9.2,,,,7.2,4.3,1.5,14,34.6
104,∫œ∞≠∏™,2024-12-05,4.1,-2.5,9.2,,,,10,4.4,1.5,13,38.4
104,∫œ∞≠∏™,2024-12-06,4.5,0,8.9,,,,11,5.5,2.1,12,22.3
104,∫œ∞≠∏™,2024-12-07,2,-2.2,6.6,,,,8.5,4.8,1.8,17,30.6
104,∫œ∞≠∏™,2024-12-08,1.1,-3.3,6.2,,,,4.9,3,1.3,19,35.6
104,∫œ∞≠∏™,2024-12-09,2.9,-1,8.2,,,,5.1,3,1.4,18,32.1
104,∫œ∞≠∏™,2024-12-10,3.7,-1,8.2,,,,4.7,2.3,1.1,22,39.8
104,∫œ∞≠∏™,2024-12-11,3.6,1.4,7,,,15.9,8.2,4.1,1.2,34,74.4
104,∫œ∞≠∏™,2024-12-12,2.9,-.8,7.5,,,,4.9,3.1,.8,29,64.6
104,∫œ∞≠∏™,2024-12-13,2.9,-.8,7.9,,,,7.7,4.3,1.2,18,31.9
104,∫œ∞≠∏™,2024-12-14,1.3,-3,5.9,,,,9.6,4.5,1.6,16,31.1
104,∫œ∞≠∏™,2024-12-15,2.5,-2.1,7.1,,,,9.5,4.4,1.6,25,36.6
104,∫œ∞≠∏™,2024-12-16,1.4,-3.3,6.6,,,,8.9,4.2,1.6,25,39.9
104,∫œ∞≠∏™,2024-12-17,1.2,-2.9,6,,,,11.3,6.2,2.2,24,36.4
104,∫œ∞≠∏™,2024-12-18,.1,-3.9,4.1,,,0,6.8,4.2,1.5,25,50.4
104,∫œ∞≠∏™,2024-12-19,2.7,-.4,6.9,,,,5.1,2.6,1.4,24,44.1
104,∫œ∞≠∏™,2024-12-20,4.3,1.8,6.8,,,,7.6,3.8,1.5,11,32.5
104,∫œ∞≠∏™,2024-12-21,1.8,-1.5,5.8,,,.2,10.1,5.5,1.9,35,55.4
104,∫œ∞≠∏™,2024-12-22,-1,-6.2,3.9,,,,5,2.4,1.2,17,37.5
104,∫œ∞≠∏™,2024-12-23,2.2,-2.5,7.1,,,,10.1,5.6,2.1,16,31.9
104,∫œ∞≠∏™,2024-12-24,1.8,-2.9,6.5,,,,3.8,2,1,20,37.6
104,∫œ∞≠∏™,2024-12-25,4.1,1.4,7.3,,,,8.2,3.7,1.3,28,39.1
104,∫œ∞≠∏™,2024-12-26,3.5,-1.3,8.3,,,0,10.8,5.5,2.2,13,33.1
104,∫œ∞≠∏™,2024-12-27,-.3,-5.2,4.6,,,,11.4,5.6,2,16,29.6
104,∫œ∞≠∏™,2024-12-28,-1,-6.5,3.6,,,,8.6,4,1.5,16,30.9
104,∫œ∞≠∏™,2024-12-29,1.8,-4.4,7.7,,,,7.6,3.9,1.3,17,38.6
104,∫œ∞≠∏™,2024-12-30,5.9,-.8,10.4,,,,7,3.5,1.2,36,48.6
104,∫œ∞≠∏™,2024-12-31,3.7,-.2,7.8,,,,13.1,6.6,2.2,15,26.6
104,∫œ∞≠∏™,2025-01-01,3.4,-1.9,8.8,,,,7.3,3.8,1.4,27,42.8
104,∫œ∞≠∏™,2025-01-02,2.4,-2.2,6.8,,,,8.5,4,1.2,19,
104,∫œ∞≠∏™,2025-01-03,-.1,-4.1,3.9,,,,11.8,5.7,2.1,17,
104,∫œ∞≠∏™,2025-01-04,.6,-4.6,6.7,,,,6.2,2.9,1.2,13,38
104,∫œ∞≠∏™,2025-01-05,3.7,-.5,7.9,,,0,7.2,3.1,1.3,40,57.4
104,∫œ∞≠∏™,2025-01-06,3.1,-.3,8.2,,,.6,11,4.7,1.8,34,62.8
104,∫œ∞≠∏™,2025-01-07,-1,-4.6,2.2,,,,15.2,7.5,2.7,20,30.8
104,∫œ∞≠∏™,2025-01-08,-.8,-4.1,3,,,,14.1,7.2,2.8,22,30.3
104,∫œ∞≠∏™,2025-01-09,-7.7,-11.2,-3.8,,,,14.4,6.8,3.4,14,24.9
104,∫œ∞≠∏™,2025-01-10,-4.8,-10,2.4,,,,6.2,3.7,2.1,19,31.1
104,∫œ∞≠∏™,2025-01-11,-2.4,-6.3,3.2,,,,4.4,2.5,1.3,34,47.1
104,∫œ∞≠∏™,2025-01-12,-.3,-4.6,5.5,,,,6.4,3.9,1.4,14,34.9
104,∫œ∞≠∏™,2025-01-13,1.4,-3,5.4,,,,7.3,3.6,1.4,31,46
104,∫œ∞≠∏™,2025-01-14,4,1.1,8.7,,,0,9.4,5.4,1.6,31,49.8
104,∫œ∞≠∏™,2025-01-15,-1.3,-4.6,2.3,,,,8,4.4,2.3,16,23.1
104,∫œ∞≠∏™,2025-01-16,.8,-5.1,6.5,,,,9.8,4,1.5,27,43.4
104,∫œ∞≠∏™,2025-01-17,1.3,-3.1,6.4,,,,4.2,2.9,1,29,46.5
104,∫œ∞≠∏™,2025-01-18,4.4,.1,9.9,,,,4.1,2.4,1,15,30
104,∫œ∞≠∏™,2025-01-19,4.3,.8,10,,,,3.8,1.9,1,17,40.1
104,∫œ∞≠∏™,2025-01-20,4,-.2,8.7,,,,5.4,2.7,.9,37,63.1
104,∫œ∞≠∏™,2025-01-21,3.8,-.7,8.8,,,,3.8,2,.8,37,58.1
104,∫œ∞≠∏™,2025-01-22,4.7,1,9.9,,,,3.6,2,.9,28,49.4
104,∫œ∞≠∏™,2025-01-23,2.7,-1.6,7.4,,,,3.5,1.9,.7,23,47.4
104,∫œ∞≠∏™,2025-01-24,2.8,-1,7.2,,,5.4,7.2,3.8,1.3,54,75.5
104,∫œ∞≠∏™,2025-01-25,2,.7,4,,,11.6,4.2,2.4,1.2,78,91
104,∫œ∞≠∏™,2025-01-26,2.5,0,3.9,,,0,4.2,2,1,60,73.9
104,∫œ∞≠∏™,2025-01-27,1.6,-1.6,8.2,,,.2,13.6,7,1.7,32,67.1
104,∫œ∞≠∏™,2025-01-28,-1.3,-2.6,.3,,,0,21.4,10.6,4.8,39,49.3
104,∫œ∞≠∏™,2025-01-29,-1.6,-3.9,1.9,,,,16.2,6.6,2.8,23,35
104,∫œ∞≠∏™,2025-01-30,-.4,-4.4,4.2,,,,12.5,6.2,2.9,15,28.3
104,∫œ∞≠∏™,2025-01-31,2.8,-3.2,6.6,,,0,3.8,2.2,.6,46,60
104,∫œ∞≠∏™,2025-02-01,2.3,-1.1,3.6,,,0,5.3,2.2,1.1,61,70.8
104,∫œ∞≠∏™,2025-02-02,2.7,-1.6,7.3,,,,6.5,3.5,1,55,74.4
104,∫œ∞≠∏™,2025-02-03,-.6,-5.2,2.3,,,,12.6,7.9,2.7,17,33.8
104,∫œ∞≠∏™,2025-02-04,-5.9,-10,-1.4,,,,10.7,4.6,2.1,19,32.1
104,∫œ∞≠∏™,2025-02-05,-5.8,-10.4,-2,,,,17.6,8.8,3.7,17,24.1
104,∫œ∞≠∏™,2025-02-06,-4,-9.8,1.3,,,,14.2,6.5,2.8,17,30.3
104,∫œ∞≠∏™,2025-02-07,-6,-9,-2.9,,,0,14.7,7.3,2.9,15,36.9
104,∫œ∞≠∏™,2025-02-08,-5.8,-11.2,1.1,,,,6.4,2.9,1.4,20,37.9
104,∫œ∞≠∏™,2025-02-09,-2.3,-6.9,3.2,,,,6.6,3.5,1.5,26,40.3
104,∫œ∞≠∏™,2025-02-10,-.6,-5.2,4.5,,,,8.3,5.2,1.9,23,36.1
104,∫œ∞≠∏™,2025-02-11,2,-3.2,7.5,,,,6,3.6,1.4,16,34.9
104,∫œ∞≠∏™,2025-02-12,4.6,1.4,8.7,,,0,15.4,7.6,2,25,45.4
104,∫œ∞≠∏™,2025-02-13,2.4,-1.7,8.8,,,,10.9,6.6,2.3,9,24.4
104,∫œ∞≠∏™,2025-02-14,6.4,-1.5,12.9,,,,7.6,4.8,1.8,14,33.4
104,∫œ∞≠∏™,2025-02-15,6.3,1.1,11.9,,,,6.4,3,1.2,13,28.1
104,∫œ∞≠∏™,2025-02-16,7,1.3,13.4,,,0,7.1,3.5,1.4,23,45.8
104,∫œ∞≠∏™,2025-02-17,1.8,-2.2,5.8,,,,9.6,4.9,2.6,11,29.4
104,∫œ∞≠∏™,2025-02-18,.1,-3.6,4.4,,,,9.6,4.9,2.1,13,23.5
104,∫œ∞≠∏™,2025-02-19,-1.2,-5.3,4.1,,,,6.7,3.7,1.5,18,37
104,∫œ∞≠∏™,2025-02-20,-1.3,-5.8,3.9,,,,7.2,4.3,1.5,21,39.4
104,∫œ∞≠∏™,2025-02-21,-1.3,-5.8,3.1,,,,6.5,3.4,1.3,22,36.5
104,∫œ∞≠∏™,2025-02-22,-.6,-3.4,2.9,,,,11.2,4.9,1.8,28,36
104,∫œ∞≠∏™,2025-02-23,-1.4,-5,3,,,,8.8,4.7,2.3,17,29
104,∫œ∞≠∏™,2025-02-24,.1,-5.9,6.3,,,,5.8,3.1,1.5,20,33.8
104,∫œ∞≠∏™,2025-02-25,4.6,-.9,11.3,,,,9.8,4.8,2.3,18,32
104,∫œ∞≠∏™,2025-02-26,6.2,1.8,12.3,,,,15.7,5.2,2.1,11,27.1
104,∫œ∞≠∏™,2025-02-27,9.4,.2,15.8,,,,7.4,4,1.8,9,15.6
104,∫œ∞≠∏™,2025-02-28,10.9,4,18.1,,,,7.4,3.5,1.2,13,33.4
104,∫œ∞≠∏™,2025-03-01,9.9,6,14.6,,,,4.9,2.8,1.1,26,44.6
104,∫œ∞≠∏™,2025-03-02,5.6,.4,11.6,,,14.7,7.2,3.7,1.1,36,71.8
104,∫œ∞≠∏™,2025-03-03,.9,-.4,1.8,,,17.4,5.6,2.2,1,62,75.6
104,∫œ∞≠∏™,2025-03-04,1.7,.4,3,,,12.4,5.1,2.8,1.1,60,82.6
104,∫œ∞≠∏™,2025-03-05,1.5,0,3.8,,,17.9,6.6,2.6,1.1,75,92
104,∫œ∞≠∏™,2025-03-06,2.2,-.7,6,,,,4.5,2.5,.9,58,77.3
104,∫œ∞≠∏™,2025-03-07,3.4,-1.8,7.4,,,,6.7,3.4,1,47,68.8
104,∫œ∞≠∏™,2025-03-08,5.5,1.7,9.1,,,,4.6,2.9,1,46,65.1
104,∫œ∞≠∏™,2025-03-09,5.8,2.1,10.4,,,,4.9,2.4,1.1,30,54.1
104,∫œ∞≠∏™,2025-03-10,9.4,1.4,16.1,,,,7.8,3.8,1.6,21,46.1
104,∫œ∞≠∏™,2025-03-11,10.3,4.7,16.8,,,,6.6,3.7,1.3,12,36
104,∫œ∞≠∏™,2025-03-12,12.9,7.2,18.3,,,,10.1,5.9,1.7,23,33.8
104,∫œ∞≠∏™,2025-03-13,9.7,5.3,13.5,,,,8.7,4,1.5,14,26
104,∫œ∞≠∏™,2025-03-14,8,4.5,11.5,,,,7.8,4.1,1.6,30,52.1
104,∫œ∞≠∏™,2025-03-15,7,4.3,10.6,,,0,9.8,5.2,1.7,47,67.8
104,∫œ∞≠∏™,2025-03-16,3.9,.3,6.5,,,5.9,11.4,5.4,1.4,59,88.6
104,∫œ∞≠∏™,2025-03-17,2.7,-.1,6.3,,,16.9,11.1,5.2,1.8,29,64.8
104,∫œ∞≠∏™,2025-03-18,.8,-1.2,3.1,,,6.7,9.8,5.5,1.8,47,80.3
104,∫œ∞≠∏™,2025-03-19,2.2,-3.4,6.2,,,,5.2,2.4,1.2,36,57.1
104,∫œ∞≠∏™,2025-03-20,9.8,1,16.1,,,,13.3,6.4,2.3,24,40
104,∫œ∞≠∏™,2025-03-21,15.6,7.5,21.2,,,,12.8,7.1,3,16,31.8
104,∫œ∞≠∏™,2025-03-22,19.3,11.8,25.7,,,,12.2,6.5,3.1,16,23.5
104,∫œ∞≠∏™,2025-03-23,11,7.8,18.4,,,,10.5,5.4,1.4,22,71.8
104,∫œ∞≠∏™,2025-03-24,16.7,7.3,24.3,,,,14.2,8.5,2.7,19,46.3
104,∫œ∞≠∏™,2025-03-25,10.4,5.8,22.4,,,,16,8.9,1.6,32,73
104,∫œ∞≠∏™,2025-03-26,9.9,4.7,15.3,,,,7.2,3.8,1.5,54,80.5
104,∫œ∞≠∏™,2025-03-27,8.5,6.8,13.4,,,2.4,6.6,4.2,1.2,66,86.3
104,∫œ∞≠∏™,2025-03-28,4.3,1.6,7.8,,,23.4,6.3,3.1,1.1,55,88
104,∫œ∞≠∏™,2025-03-29,4,-.2,10,,,0,12.7,7.7,2.6,16,35
104,∫œ∞≠∏™,2025-03-30,4,-.2,9,,,,11.7,5.7,2.4,15,30.4
104,∫œ∞≠∏™,2025-03-31,6.8,-1,11.9,,,,6,3.7,1.4,35,47.3
104,∫œ∞≠∏™,2025-04-01,10.4,5.3,15.5,,,,7.1,3.6,1.5,17,41.1
104,∫œ∞≠∏™,2025-04-02,8.5,3.7,13.2,0,0,0,7.2,3.9,1.3,38,67
104,∫œ∞≠∏™,2025-04-03,7.3,3.5,11.8,0,0,0,6.2,3.7,1.5,59,79.4
104,∫œ∞≠∏™,2025-04-04,8.7,3,14.3,,,,7,4.4,1.8,43,71.4
104,∫œ∞≠∏™,2025-04-05,9.5,6.2,14.2,.5,.9,2.8,6,3.5,1.6,46,73.1
104,∫œ∞≠∏™,2025-04-06,11.7,4.3,17.9,,,,14.7,7.8,2.8,23,49.3
104,∫œ∞≠∏™,2025-04-07,13.5,5,18,,,,8,5,2,23,45
104,∫œ∞≠∏™,2025-04-08,13.7,7.5,20.2,,,,12.4,6.2,2.5,22,45
104,∫œ∞≠∏™,2025-04-09,11.9,6.8,15.9,0,0,0,5.1,3,1.5,47,65
104,∫œ∞≠∏™,2025-04-10,11.3,7.2,16.8,.8,1.7,2.8,5.6,3.2,1.2,45,71.5
104,∫œ∞≠∏™,2025-04-11,14.8,7,21.5,,,,7.3,4.7,1.9,31,49.8
104,∫œ∞≠∏™,2025-04-12,15.3,10.7,19.7,.3,1,.9,9.4,4.8,2.2,35,55.6
104,∫œ∞≠∏™,2025-04-13,6.8,3.9,11.6,.5,1.8,3.1,20.2,9.2,4.2,36,56.8
104,∫œ∞≠∏™,2025-04-14,6,2.2,9.8,.3,.3,.3,7.6,4.4,2.1,44,65.3
104,∫œ∞≠∏™,2025-04-15,10.1,.5,17.4,0,0,0,9.9,5.3,2.6,19,45.8
104,∫œ∞≠∏™,2025-04-16,17.3,8.1,23.1,,,,11.8,6.6,2.4,20,37
104,∫œ∞≠∏™,2025-04-17,18.2,11.3,23.8,,,,7.3,4.4,1.9,27,48.1
104,∫œ∞≠∏™,2025-04-18,17.2,9.7,29.4,,,,11.1,6.4,1.7,22,66.1
104,∫œ∞≠∏™,2025-04-19,11.5,8.1,17.7,1.8,4.8,5.3,10.2,6.2,2.1,56,83.6
104,∫œ∞≠∏™,2025-04-20,11.2,8.3,16.9,0,0,0,5.5,3.3,1.3,59,85
104,∫œ∞≠∏™,2025-04-21,14.7,7.2,23.5,,,,9.2,4.9,1.3,34,71.1
104,∫œ∞≠∏™,2025-04-22,11.2,9.8,15.8,.6,2.1,12.1,8.9,4.6,1.8,83,93.6
104,∫œ∞≠∏™,2025-04-23,9.1,6.1,12.4,,,,7.1,4.4,1.9,75,89.5
